Address,City,Name,source_url
"46 General Hospital Drive, N5A 2Y6",Stratford,St. Marys Memorial Hospital Site Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"7 St. Francis Memorial Drive, K0J 1B0",Barry's Bay,St. Francis Memorial Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"285 Cummer Avenue, M2M 2G1",Toronto,St. John’s Rehabilitation Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"911 Queen’s Boulevard, N2M 1B2",Kitchener,(St. Joseph’s) St. Mary’s General Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"30 Bond Street, M5B 1W8",Toronto,St. Michael’s Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"189 Elm Street, N5R 5C4",St. Thomas,St. Thomas Elgin General Hospital (STEGH) Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"200 Fletcher Cr., L9R 1W7",Alliston,Stevenson Memorial Hospital Access / Privacy Officer,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"46 General Hospital Drive, N5A 2Y6",Stratford,Stratford General Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"395 Carrie Street, N7G 3J4",Strathroy,Strathroy Middlesex General Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"2075 Bayview Avenue, M4K 3G9",Toronto,Sunnybrook health sciences center Chief Privacy Officer SHSC Privacy Office,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"PO Box 2030, N7M 5L9",Chatham,Sydenham District Hospital (See Chatham-Kent Health Alliance) Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
421 Shepherdson Road,New Liskeard,Temiskaming Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"700 Ross Avenue East, P4N 8P2",Timmins,Timmins and District Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"650 Church Street, M4Y 2G5",Toronto,Toronto Grace Health Centre Privacy Officer,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"980 Oliver Road, P7B 6V4",Thunder Bay,Thunder Bay Regional Health Sciences Centre Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"167 Rolph Street, N4G 3Y9",Tillsonburg,Tillsonburg District Memorial Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"825 Coxwell Avenue, M4C 3E7",Toronto,"Toronto East General Hospital, The Freedom of Information and Privacy Coordinator",http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"190 Elizabeth St., M5G 2C4",Toronto,University Health Network Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"500 Church Street, L9M 1G3",Penetanguishene,Waypoint Centre for Mental Health Care Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"19 Hospital Drive, Box 664",Moose Factory,Weneebayko Area Health Authority Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"725 Coursol Road, P2B 2Y6",Sturgeon Falls,West Nipissing General Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"82 Buttonwood Ave., M6M 2J5",Toronto,West Park Healthcare Centre Freedom of Information and Privacy Office,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"75 Parkview Road, N0A 1H0",Hagersville,West Haldimand General Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"6 Albert Street, P2A 3A4",Parry Sound,West Parry Sound Health Centre Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"2100 Bovaird Drive East, L6R 3J7",Brampton,William Osler Health System Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"26 Peninsula Road, P0T 2E0",Marathon,Wilson Memorial General Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"566 Louise Street, K0C 2K0",Winchester,Winchester District Memorial Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"1995 Lens Avenue, N8W 1L9",Windsor,Windsor Regional Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"270 Carling Terrace, N0G 2W0",Wingham,Wingham & District Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"76 Grenville St., M5S 1B2",Toronto,Women's College Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"310 Juliana Drive, N4V 0A4",Woodstock,Woodstock General Hospital Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
"40 Ruskin Street, K1Y 4W7",Ottawa,University of Ottawa Heart Institute Freedom of Information and Privacy Coordinator,http://docs.files.ontario.ca/documents/5009/foi-directory-of-institutions-en-final-jan10.pdf
29 Noxon Street,Ingersoll,Alexandra Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
120 Napier Street,Goderich,Alexandra Marine & General Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
75 Spring Street,Almonte,Almonte General Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
58 Anson Drive,Iroquois Falls,Anson General Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
350 John Street North,Arnprior,Arnprior and District Memorial Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
120 Dorothy Street,Atikokan,Atikokan General Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
3560 Bathurst Street,Toronto,Baycrest Center for Geriatric Care,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
507 8th Ave,Matheson,Bingham Memorial Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
525 Causley Street,Blind River,Blind River District Health Centre,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
200 Terrace Hill Street,Brantford,Brant Community Healthcare System,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
14 St. Matthews Road,Toronto,Bridgepoint Health,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
75 Charles Street,Brockville,Brockville General Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
43 Bruyere Street,Ottawa,Bruyere Continuing Care,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
700 Coronation Blvd.,Cambridge,Cambridge Memorial Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
146 Oliver Road,Campbellford,Campbellford Memorial Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
211 Lake Avenue East,Carleton Place,Carleton Place & District Memorial Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
901 King Street West,Toronto,Centre for Addiction & Mental Health,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
6 Broomhead Road,Chapleau,Chapleau Heath Services / Services de santé de Chapleau,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
401 Smyth Road,Ottawa,Children's Hospital of Eastern Ontario,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
98 Shipley St,Clinton,Clinton Public Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
459 Hume Street,Collingwood,Collingwood General & Marine Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
840 McConnell Avenue,Cornwall,Cornwall Community Hospital / Hôpital communautaire de Cornwall,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
PO Box 2030,Chatham,Chatham-Kent Health Alliance,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
2200 Eglinton Avenue West,Mississauga,The Credit Valley Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
117 Banting Road,Deep River,Deep River and District Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
58 Goodall Street,Dryden,Dryden Regional Health Centre,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
"61, 5th Street",Englehart,Englehart & District Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
825 McKinnon Drive,Espanola,Espanola Regional Hospital and Health Centre,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
395 Carrie St.,Strathroy,Four Counties Health Services,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
1112 St. Andrew’s Dr. P.O. Box 760,Midland,Georgian Bay General Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
500 Hogarth Ave. W,Geraldton,Geraldton District Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
20260 County Road 43,Alexandria,Glengarry Memorial Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
853 King Street West,Kitchener,Grand River Hospital Corporation,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
Box 1800 8th Street East,Owen Sound,Grey Bruce Health Services,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
235 Union Street East,Fergus,Groves Memorial Community Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
115 Delhi Street,Guelph,Guelph General Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
206 John Street,Dunnville,Haldimand War Memorial Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
7199 Gelert Road,Haliburton,Haliburton Highlands Heath Services Corporation,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
30 Derry Road East,Milton,Halton Healthcare Services Corporation,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
1200 Main Street West,Hamilton,Hamilton Health Sciences Corporation,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
90-7th Avenue,Hanover,Hanover & District Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
1111 Ghislain St.,Hawkesbury,Hawkesbury & District General Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
150 Kilgour Road,Toronto,Holland Bloorview Kids Rehabilitation Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
100 Rolling Hills Dr,Orangeville,Headwaters Health Care Centre,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
"41, chemin du lac / Ramsey Lake Road",Sudbury,Health Sciences North / Horizon Santé-Nord,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
150 Delhi Street,Guelph,Homewood Health Centre,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
"P.O. Box 70, 217 Turcotte Park Road",Mattawa,Hôpital de Mattawa Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
1405 Edward Street,Hearst,Hôpital Notre-Dame Hospital (Hearst),https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
278 Fronts,Hornepayne,Hornepayne Community Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
555 University Ave.,Toronto,Hospital for Sick Children,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
1030 Ouellette Avenue,Windsor,Hotel Dieu Grace Hospital Windsor,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
200 Church Street,Weston,Humber River Regional Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
1230 North Shore Boulevard,Burlington,Joseph Brant Memorial Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
2675 Concession Road,Kemptville,Kemptville District Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
76 Stuart Street,Kingston,Kingston General Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
2 Bloor Street East,Toronto,Royal Victoria Regional Health Care,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
625 Runnymede Road,Toronto,Runnymede Healthcare Centre,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
750 Great Northern Road,Sault Ste. Marie,Sault Area Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
46 General Hospital Drive,Stratford,Seaforth Community Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
3030 Birchmount Road,Scarborough,"Scarborough Hospital, The",https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
21 McGivern Street West,Walkerton,South Bruce Grey Health Centre,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
101 Progress Crescent,Kapuskasing,Sensenbrenner Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
P.O. Box 909,Sioux Lookout,Sioux Lookout Meno Ya Win Health Centre,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
"107 Kelly Road, 219",Smooth Rock Falls,Smooth Rock Falls Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
596 Davis Drive,Newmarket,Southlake Regional Health Centre,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
24 Huron Street West,Exeter,South Huron Hospital Association,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
30 The Queensway,Toronto,St. Joseph’s Health Centre Toronto,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
50 Charlton Avenue East,Hamilton,St. Joseph’s Health care Center Hamilton,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
46 General Hospital Drive,Stratford,St. Marys Memorial Hospital Site,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
7 St. Francis Memorial Drive,Barry's Bay,St. Francis Memorial Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
285 Cummer Avenue,Toronto,St. John’s Rehabilitation Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
911 Queen’s Boulevard,Kitchener,(St. Joseph’s) St. Mary’s General Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
30 Bond Street,Toronto,St. Michael’s Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
189 Elm Street,St. Thomas,St. Thomas Elgin General Hospital (STEGH),https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
200 Fletcher Cr.,Alliston,Stevenson Memorial Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
46 General Hospital Drive,Stratford,Stratford General Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
395 Carrie Street,Strathroy,Strathroy Middlesex General Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
2075 Bayview Avenue,Toronto,Sunnybrook health sciences center,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
PO Box 2030,Chatham,Sydenham District Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
421 Shepherdson Road,New Liskeard,Temiskaming Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
700 Ross Avenue East,Timmins,Timmins and District Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
650 Church Street,Toronto,Toronto Grace Health Centre,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
980 Oliver Road,Thunder Bay,Thunder Bay Regional Health Sciences Centre,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
167 Rolph Street,Tillsonburg,Tillsonburg District Memorial Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
825 Coxwell Avenue,Toronto,"Toronto East General Hospital, The",https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
190 Elizabeth St.,Toronto,University Health Network,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
500 Church Street,Penetanguishene,Waypoint Centre for Mental Health Care,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
"19 Hospital Drive, Box 664",Moose Factory,Weneebayko Area Health Authority,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
725 Coursol Road,Sturgeon Falls,West Nipissing General Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
82 Buttonwood Ave.,Toronto,West Park Healthcare Centre,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
75 Parkview Road,Hagersville,West Haldimand General Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
6 Albert Street,Parry Sound,West Parry Sound Health Centre,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
2100 Bovaird Drive East,Brampton,William Osler Health System,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
"26 Peninsula Road, Bag West",Marathon,Wilson Memorial General Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
566 Louise Street,Winchester,Winchester District Memorial Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
1995 Lens Avenue,Windsor,Windsor Regional Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
270 Carling Terrace,Wingham,Wingham & District Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
76 Grenville St.,Toronto,Women's College Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
310 Juliana Drive,Woodstock,Woodstock General Hospital,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
163 Church Street,Bowmanville,Bowmanville,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
200 Ontario Street,Cobourg,Cobourg,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
100 Second Street,Collingwood,Collingwood,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
208 Main Street,Picton,Picton,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
170 Dorion Loop Road,Dorion,Dorion,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
36 Van Horne Avenue,Dryden,Dryden,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
450 Sunset Drive,St. Thomas,St. Thomas,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
151 Ontario Avenue,Elliot Lake,Elliot Lake,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
245 Avery Drive,Espanola,Espanola,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
18 King Street,Angus,Angus,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
"360 Fairview Avenue West, Suite 101",Essex,Essex,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
136 Gilmore Road,Fort Erie,Fort Erie,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
363 Church Street,Fort Frances,Fort Frances,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
100 Park Street,Gananoque,Gananoque,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
90 Wexford Drive,Keswick,Keswick,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
180 Sharpe Street West,Gravenhurst,Gravenhurst,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
74 MacKenzie Street,Greater Sudbury,Greater Sudbury,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
18 Carnegie Lane,Grimsby,Grimsby,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
100 Norfolk Street,Guelph,Guelph,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
9 Church Street,Georgetown,Georgetown,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
15 Township Hall Road,Stonecliffe,Stonecliffe,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
7 Minerva Street East,Huntsville,Huntsville,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
24 Mundy Avenue,Kapuskasing,Kapuskasing,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
190 Kent Street West,Lindsay,Lindsay,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
24 Main Street South,Kenora,Kenora,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
130 Johnson Street,Kingston,Kingston,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
10 Kirkland Street East,Kirkland Lake,Kirkland Lake,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
85 Queen Street North,Kitchener,Kitchener,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
"34465 Highway 17, RR 1",Deep River,Deep River,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
97 Thomas Street East,Napanee,Napanee,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
251 Dundas St.,London,London,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
"2 Manitou rd Community Centre, Manitou Road",Manitouwadge,Manitouwadge,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
6031 Highway 7,Markham,Markham,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
15 Trowbridge Street West,Meaford,Meaford,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
399 Ridout Street North,London,London,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
320 King Street,Midland,Midland,https://dr6j45jk9xcmk.cloudfront.net/documents/4993/foi-directory-of-institutions-en-final-april11.pdf
